Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment,Website_performance,Mobileapp_satisfaction,Performance_SNS_Promotions
Mobily,AR RIYADH,Central,Expat Arabs,Male,25,Prepaid,VLV,4,4,100,10,1,1,,1,1,,1,,,
Mobily,Other,Others,Expat Asians,Male,27,Postpaid,HV,5,3,100,10,1,1,,1,1,1,1,1,1,1
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,57,Prepaid,VLV,4,3,75,10,1,1,,1,1,1,1,1,,1
Mobily,AL QATIF,Eastern,Nationals,Female,22,Prepaid,LV,3,3,50,10,1,1,,0,1,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,42,Postpaid,VHV,3,3,50,7,0,0,,,,0,1,0,1,
Mobily,AT TAIF,Western,Expat Arabs,Male,38,Postpaid,HV,3,1,0,8,0,1,,,,,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,23,Postpaid,LV,3,2,25,8,0,0,,0,,0,0,,0,
Mobily,ADH DHAHRAN,Eastern,Nationals,Male,23,Postpaid,LV,5,3,100,10,1,0,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Female,30,Prepaid,VLV,4,4,100,8,0,0,,0,0,,1,,,
Mobily,JEDDAH,Western,Expat Asians,Female,38,Postpaid,LV,4,5,125,8,0,1,,1,0,,0,0,1,
Mobily,Other,Others,Expat Arabs,Male,38,Postpaid,LV,4,4,100,8,0,1,,1,0,1,0,0,1,
Mobily,Other,Others,Nationals,Female,21,Prepaid,VLV,5,5,150,10,1,1,1,1,0,1,0,,,
Mobily,JEDDAH,Western,Expat Asians,Male,42,Postpaid,VHV,4,4,100,6,0,0,,0,0,,0,0,0,
Mobily,AR RIYADH,Central,Nationals,Female,35,Postpaid,LV,5,5,150,10,1,1,,1,1,,,1,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,32,Postpaid,LV,4,1,25,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,32,Postpaid,LV,3,,25,,,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,33,Prepaid,MV,3,2,25,,,0,,0,0,1,0,,0,
Mobily,AR RIYADH,Central,Expat Arabs,Female,37,Prepaid,MV,5,4,125,9,1,1,,1,1,1,0,0,1,
Mobily,AT TAIF,Western,Nationals,Male,27,Prepaid,VLV,1,1,-50,0,0,0,,0,0,0,0,,,
Mobily,AD DAMMAM,Eastern,Nationals,Female,25,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,,,1
Mobily,JEDDAH,Western,Nationals,Male,41,Postpaid,LV,4,1,25,5,0,0,,,1,,1,,,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,38,Postpaid,VHV,5,1,50,10,1,1,,1,1,1,1,,1,
Mobily,Other,Others,Nationals,Male,30,Prepaid,VLV,3,3,50,10,1,0,,0,0,,0,1,,1
Mobily,AR RIYADH,Central,Expat Asians,Male,49,Postpaid,HV,4,4,100,8,0,1,,1,0,,1,0,0,
Mobily,JEDDAH,Western,Expat Arabs,Male,40,Postpaid,HV,2,1,-25,10,1,1,,0,1,,1,,,
Mobily,JEDDAH,Western,Expat Asians,Male,35,Prepaid,MV,3,3,50,5,0,1,,0,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,35,Prepaid,LV,4,1,25,10,1,1,,0,0,1,1,1,0,
Mobily,RAFHA',Northern,Nationals,Female,25,Prepaid,VHV,3,2,25,5,0,1,0,1,1,1,1,,,
Mobily,JEDDAH,Western,Expat Asians,Male,40,Postpaid,HV,4,4,100,9,1,1,,1,1,1,1,1,1,
Mobily,DAWMAT AL JANDAL,Northern,Nationals,Female,18,Prepaid,HV,4,3,75,5,0,1,,1,1,,0,,,
Mobily,Other,Others,Expat Asians,Male,41,Prepaid,VLV,4,4,100,8,0,1,,1,1,,,,0,
Mobily,Other,Others,Expat Asians,Male,39,Postpaid,LV,4,1,25,9,1,1,,1,1,,1,,1,
Mobily,JEDDAH,Western,Expat Asians,Male,28,Postpaid,VLV,5,5,150,9,1,0,,1,1,,1,0,,
Mobily,ABHA,South,Nationals,Male,40,Postpaid,VLV,4,4,100,7,0,0,,0,1,1,,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,38,Postpaid,LV,3,3,50,10,1,1,,1,1,,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,24,Postpaid,MV,3,5,100,10,1,1,,1,0,1,1,0,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Asians,Male,27,Postpaid,VHV,4,3,75,8,0,0,,1,0,,0,,,0
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Asians,Male,31,Postpaid,VHV,5,4,125,9,1,1,,,1,1,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,27,Postpaid,VHV,3,3,50,10,1,1,,,1,1,1,1,1,
Mobily,TABUK,Northern,Nationals,Male,35,Prepaid,VLV,4,2,50,6,0,0,,,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,32,Postpaid,MV,4,5,125,8,0,0,,0,0,,1,1,1,
Mobily,JEDDAH,Western,Expat Asians,Male,30,Postpaid,LV,5,4,125,10,1,1,,1,1,1,1,1,1,1
Mobily,AR RIYADH,Central,Expat Asians,Male,33,Postpaid,VHV,4,4,100,8,0,0,,0,0,,0,0,0,0
Mobily,JEDDAH,Western,Nationals,Male,56,Prepaid,VLV,3,2,25,10,1,1,,1,0,1,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,33,Postpaid,VHV,3,3,50,10,1,1,,,1,1,1,1,1,1
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,35,Postpaid,VHV,5,4,125,8,0,1,,1,1,1,1,,1,
Mobily,HAIL,Northern,Expat Asians,Male,47,Postpaid,VHV,4,4,100,8,0,0,,0,1,,0,,1,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,28,Postpaid,VLV,5,4,125,7,0,1,,0,0,,1,0,0,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,28,Prepaid,LV,4,4,100,,,0,,,,,0,,,
Mobily,Other,Others,Nationals,Male,40,Postpaid,VLV,3,3,50,7,0,0,,1,0,1,0,1,1,1
Mobily,KHAMIS MUSHAYT,South,Expat Asians,Male,40,Postpaid,MV,4,4,100,8,0,0,,0,0,,0,,,
Mobily,AL MAJMA'AH,Central,Nationals,Female,38,Prepaid,LV,3,5,100,10,1,0,,0,0,0,1,,1,0
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Postpaid,VLV,4,4,100,10,1,1,,0,1,,0,1,,
Mobily,HAIL,Northern,Expat Arabs,Male,30,Postpaid,VHV,4,4,100,6,0,1,,1,0,,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Female,20,Prepaid,VLV,4,5,125,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Expat Asians,Male,55,Postpaid,VLV,4,4,100,8,0,0,,1,0,0,1,,0,
Mobily,JEDDAH,Western,Nationals,Male,31,Postpaid,MV,4,3,75,9,1,0,,0,0,,0,,0,
Mobily,AR RIYADH,Central,Expat Arabs,Female,25,Prepaid,VLV,5,4,125,8,0,0,,0,1,0,0,0,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Postpaid,HV,4,4,100,8,0,0,,0,1,,1,0,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,21,Prepaid,VLV,3,4,75,10,1,1,,1,1,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,32,Prepaid,VLV,3,2,25,2,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,41,Postpaid,LV,3,2,25,8,0,0,,1,1,1,1,0,,1
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,34,Prepaid,LV,5,5,150,10,1,1,,1,1,1,1,1,1,
Mobily,HAIL,Northern,Nationals,Female,30,Prepaid,LV,4,2,50,5,0,0,,1,1,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Asians,Male,21,Postpaid,MV,2,3,25,10,1,0,,1,1,0,0,0,0,0
Mobily,JEDDAH,Western,Expat Asians,Male,40,Postpaid,LV,4,1,25,6,0,0,,0,0,,1,,,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,50,Postpaid,MV,4,5,125,10,1,1,,1,1,,1,1,,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,42,Postpaid,LV,4,1,25,8,0,0,,0,1,,0,0,,0
Mobily,AR RIYADH,Central,Nationals,Male,19,Prepaid,VLV,1,2,-25,1,0,0,,0,0,,0,0,,0
Mobily,AR RIYADH,Central,Expat Asians,Male,29,Postpaid,VLV,4,3,75,8,0,0,,,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Male,29,Postpaid,VLV,4,4,100,5,0,1,,1,1,,1,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Postpaid,LV,5,1,50,9,1,1,,1,1,0,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,27,Prepaid,VLV,3,3,50,7,0,0,,0,0,,0,,,
Mobily,JIZAN,South,Nationals,Male,41,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Female,23,Postpaid,HV,3,3,50,8,0,0,,0,0,,1,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,31,Prepaid,VHV,4,3,75,10,1,1,,1,0,,1,1,,1
Mobily,Other,Others,Nationals,Male,41,Prepaid,VLV,4,4,100,2,0,0,,0,1,,1,,,
Mobily,SAKAKA,Northern,Expat Asians,Male,26,Postpaid,VHV,4,4,100,4,0,0,,,0,0,0,0,,0
Mobily,SAYHAT,Eastern,Nationals,Male,32,Prepaid,LV,3,3,50,10,1,0,,1,0,1,0,0,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,32,Postpaid,MV,5,4,125,8,0,1,,1,1,,1,0,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,34,Prepaid,VLV,3,3,50,7,0,0,,,0,,0,0,0,
Mobily,JEDDAH,Western,Expat Asians,Male,43,Postpaid,HV,3,,25,7,0,0,,,1,0,1,0,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,36,Prepaid,VLV,4,3,75,7,0,0,,0,0,,0,0,0,
Mobily,Other,Others,Nationals,Male,25,Prepaid,VLV,2,1,-25,5,0,0,,0,1,,0,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,35,Postpaid,LV,3,4,75,6,0,0,,0,0,,0,0,,
Mobily,Other,Others,Nationals,Male,41,Prepaid,LV,4,5,125,8,0,1,1,1,1,1,1,0,1,
Mobily,AR RIYADH,Central,Nationals,Male,20,Postpaid,MV,3,5,100,7,0,1,,1,0,,0,,,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,64,Prepaid,MV,5,5,150,9,1,1,,1,1,,1,1,,
Mobily,TABUK,Northern,Nationals,Male,43,Prepaid,VLV,3,3,50,7,0,0,,0,0,,1,,,
Mobily,AR RIYADH,Central,Nationals,Female,30,Prepaid,MV,5,5,150,10,1,1,,1,1,1,1,,1,1
Mobily,JEDDAH,Western,Nationals,Male,26,Prepaid,VLV,4,4,100,5,0,0,,1,1,,0,,,
Mobily,AT TAIF,Western,Nationals,Male,65,Prepaid,VLV,3,3,50,5,0,,,1,1,,0,,,
Mobily,AR RIYADH,Central,Nationals,Female,30,Prepaid,VLV,5,4,125,7,0,1,,0,1,,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,46,Postpaid,VHV,4,4,100,10,1,0,,1,0,0,0,,,0
Mobily,YANBU AL BAHAR,Northern,Expat Asians,Male,16,Prepaid,VLV,3,3,50,7,0,0,,0,0,0,0,0,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,32,Postpaid,HV,4,3,75,10,1,0,,1,0,1,0,0,1,
Mobily,JIZAN,South,Expat Asians,Male,31,Prepaid,MV,4,3,75,10,1,1,,1,1,,1,1,,
Mobily,JEDDAH,Western,Expat Asians,Male,44,Postpaid,LV,3,3,50,,,0,,,0,0,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,34,Postpaid,VHV,3,3,50,10,1,0,,1,1,,1,0,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,52,Postpaid,MV,4,2,50,7,0,1,,1,0,,1,0,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,46,Postpaid,VHV,4,5,125,9,1,0,,1,1,,0,0,1,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,23,Prepaid,LV,3,2,25,5,0,0,,0,0,0,0,,0,0
Mobily,AR RIYADH,Central,Expat Asians,Female,35,Postpaid,MV,4,4,100,7,0,0,,1,1,,1,,1,
Mobily,AL HUFUF,Eastern,Expat Asians,Male,37,Postpaid,LV,4,5,125,7,0,0,,1,0,,,1,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,48,Postpaid,VHV,4,,50,,,1,,,1,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,18,Prepaid,VLV,4,1,25,3,0,,,0,0,,0,,,
Mobily,JEDDAH,Western,Expat Asians,Male,56,Postpaid,LV,5,5,150,10,1,0,,1,0,,0,1,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,42,Postpaid,LV,4,5,125,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Expat Asians,Female,50,Prepaid,VLV,4,1,25,8,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Expat Asians,Male,40,Postpaid,LV,4,,50,6,0,0,,0,0,,0,0,0,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,28,Prepaid,LV,2,3,25,5,0,0,,0,0,,0,,,1
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,33,Prepaid,LV,3,4,75,5,0,0,,0,1,,1,0,,1
Mobily,AL HADITHAH,Northern,Expat Asians,Male,53,Prepaid,VLV,4,2,50,8,0,1,,0,1,,0,,,1
Mobily,AR RIYADH,Central,Expat Asians,Male,47,Prepaid,VLV,4,5,125,8,0,0,,1,0,,1,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,30,Postpaid,VHV,4,3,75,9,1,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Expat Arabs,Male,31,Postpaid,LV,4,5,125,8,0,0,0,0,0,0,0,,,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,40,Postpaid,MV,4,4,100,8,0,1,,0,0,,1,,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,28,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,1,1,1
Mobily,JIZAN,South,Nationals,Female,35,Prepaid,VLV,4,1,25,9,1,0,,1,0,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,59,Postpaid,VLV,4,5,125,10,1,1,,1,1,,1,1,,
Mobily,YANBU AL BAHAR,Northern,Expat Asians,Male,43,Prepaid,LV,3,2,25,6,0,0,,0,0,0,0,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,41,Prepaid,VLV,3,3,50,6,0,0,,0,0,,0,0,,0
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Prepaid,VLV,5,5,150,10,1,1,,0,1,,1,1,,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,44,Prepaid,VLV,5,2,75,5,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,31,Prepaid,VLV,4,3,75,5,0,0,,,0,,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,38,Prepaid,HV,3,3,50,7,0,0,,0,0,0,0,,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,40,Prepaid,VLV,5,4,125,10,1,1,,1,1,,1,1,,1
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,25,Postpaid,MV,3,2,25,7,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Prepaid,LV,4,4,100,9,1,0,,1,1,,1,1,,
Mobily,YANBU AL BAHAR,Northern,Expat Asians,Male,44,Postpaid,LV,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,50,Postpaid,VLV,4,4,100,8,0,0,,,0,,1,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,31,Prepaid,LV,4,3,75,,,0,,,,,0,0,0,
Mobily,JEDDAH,Western,Expat Asians,Male,43,Postpaid,VHV,5,5,150,7,0,0,,0,1,1,0,0,0,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,27,Prepaid,VLV,3,2,25,4,0,0,,0,0,,0,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,37,Postpaid,VHV,4,3,75,10,1,0,,0,0,1,1,0,,
Mobily,AR RIYADH,Central,Expat Asians,Male,33,Postpaid,MV,5,5,150,8,0,0,,0,0,0,1,0,0,
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,LV,3,2,25,6,0,0,,0,0,,0,,,1
Mobily,AR RIYADH,Central,Nationals,Female,30,Prepaid,VLV,5,4,125,9,1,0,,0,0,,0,0,0,
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,34,Postpaid,MV,4,3,75,7,0,0,,1,0,,0,0,0,
Mobily,AL JUBAIL,Eastern,Nationals,Male,30,Prepaid,MV,3,4,75,10,1,1,,1,1,,1,,,
Mobily,HAIL,Northern,Nationals,Female,24,Prepaid,VLV,3,4,75,10,1,1,,1,1,,1,,,1
Mobily,JEDDAH,Western,Nationals,Female,30,Prepaid,HV,4,3,75,9,1,1,0,0,0,0,0,1,0,
Mobily,TABUK,Northern,Nationals,Female,25,Prepaid,VLV,4,3,75,9,1,1,,1,0,1,0,,0,
Mobily,JEDDAH,Western,Nationals,Female,25,Prepaid,VLV,4,3,75,10,1,0,,1,1,1,0,1,,1
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,VLV,3,2,25,5,0,0,,0,0,,0,0,0,0
Mobily,RAFHA',Northern,Expat Arabs,Male,62,Prepaid,VLV,5,5,150,10,1,1,,1,1,,0,,1,
Mobily,JEDDAH,Western,Nationals,Female,32,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,18,Prepaid,VLV,5,5,150,6,0,0,,1,1,,1,0,1,
Mobily,JEDDAH,Western,Nationals,Female,27,Prepaid,LV,4,4,100,10,1,1,,1,0,,1,1,1,
Mobily,AR RIYADH,Central,Nationals,Female,35,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,1,1,1
Mobily,AL JUBAIL,Eastern,Nationals,Male,35,Postpaid,VLV,4,4,100,7,0,0,,1,0,1,0,0,1,
Mobily,AL JUBAIL,Eastern,Expat Asians,Female,36,Prepaid,VLV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,23,Prepaid,VLV,3,2,25,7,0,1,,1,0,,1,0,0,
Mobily,JEDDAH,Western,Nationals,Male,40,Postpaid,VLV,1,3,0,0,0,1,,0,0,0,0,1,0,0
Mobily,Other,Others,Nationals,Female,20,Postpaid,VLV,5,5,150,10,1,1,,1,1,1,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,41,Postpaid,VHV,3,2,25,0,0,0,,0,0,0,0,0,,
Mobily,Other,Others,Expat Arabs,Female,32,Prepaid,VLV,4,4,100,10,1,0,,1,1,,1,,,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,33,Postpaid,HV,3,5,100,10,1,1,,1,0,,1,,1,
Mobily,AR RIYADH,Central,Nationals,Male,35,Prepaid,VLV,4,3,75,5,0,0,,0,0,0,0,,0,0
Mobily,AL JUBAIL,Eastern,Expat Asians,Male,35,Prepaid,MV,4,4,100,6,0,0,,0,0,,0,0,0,
Mobily,AL QATIF,Eastern,Nationals,Male,18,Prepaid,VLV,5,3,100,10,1,1,,1,1,,1,,,
Mobily,JIZAN,South,Nationals,Male,70,Prepaid,VLV,4,3,75,9,1,1,,1,0,,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,27,Prepaid,LV,5,5,150,5,0,1,,1,1,,1,,1,
Mobily,JEDDAH,Western,Expat Arabs,Male,28,Prepaid,VLV,4,5,125,9,1,1,,1,1,,0,0,,0
Mobily,JEDDAH,Western,Nationals,Male,33,Prepaid,VLV,4,5,125,8,0,1,,1,0,,1,1,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,19,Prepaid,LV,2,2,0,2,0,0,,0,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,28,Postpaid,VHV,1,1,-50,0,0,0,,0,0,0,0,0,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,18,Prepaid,LV,4,5,125,10,1,0,,1,1,,1,1,,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,26,Postpaid,MV,4,4,100,5,0,0,,1,1,,,0,,
Mobily,AR RIYADH,Central,Nationals,Female,32,Prepaid,LV,5,4,125,10,1,1,,1,1,1,1,,0,1
Mobily,BURAYDAH,Central,Expat Arabs,Male,32,Prepaid,VLV,2,3,25,8,0,1,0,1,0,1,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,45,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,TABUK,Northern,Nationals,Male,41,Postpaid,VHV,3,3,50,0,0,,,0,0,1,1,0,1,
Mobily,AR RIYADH,Central,Expat Asians,Male,29,Postpaid,MV,5,4,125,10,1,1,,0,1,0,1,1,1,
Mobily,Other,Others,Expat Arabs,Male,40,Prepaid,VLV,3,4,75,10,1,0,,0,0,,1,0,0,
Mobily,NAJRAN,South,Expat Arabs,Male,33,Prepaid,VLV,3,1,0,2,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,42,Prepaid,LV,4,4,100,8,0,0,,1,1,1,,1,1,
Mobily,AR RIYADH,Central,Expat Asians,Female,29,Postpaid,VLV,4,,50,8,0,0,,,0,,,,,
Mobily,BUQAYQ,Eastern,Nationals,Male,48,Prepaid,VLV,5,3,100,5,0,0,,1,1,,1,,,
Mobily,JIZAN,South,Nationals,Male,33,Prepaid,VLV,3,2,25,8,0,1,,1,0,,1,,,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,20,Prepaid,VLV,2,2,0,10,1,0,,0,0,0,0,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,32,Postpaid,HV,3,2,25,6,0,0,,0,0,0,1,0,0,
Mobily,AR RIYADH,Central,Nationals,Male,29,Postpaid,MV,4,4,100,6,0,0,,0,0,,1,,0,
Mobily,AR RIYADH,Central,Expat Arabs,Female,26,Postpaid,VHV,3,3,50,8,0,0,,0,0,,0,1,0,
Mobily,AR RIYADH,Central,Expat Asians,Male,40,Postpaid,MV,4,5,125,8,0,1,,0,0,,0,0,0,
Mobily,JEDDAH,Western,Nationals,Female,30,Postpaid,MV,5,3,100,9,1,1,,1,1,,1,,1,
Mobily,JEDDAH,Western,Nationals,Male,25,Postpaid,MV,4,1,25,8,0,0,,0,0,,0,,0,
Mobily,AL KHUBAR,Eastern,Nationals,Male,30,Prepaid,LV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,39,Postpaid,LV,4,4,100,9,1,0,,,,0,0,0,0,
Mobily,Other,Others,Nationals,Male,30,Prepaid,VLV,4,3,75,8,0,1,,1,0,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,58,Prepaid,LV,5,5,150,10,1,1,,1,1,,1,1,1,
Mobily,Other,Others,Expat Arabs,Male,30,Prepaid,VLV,3,4,75,9,1,1,,1,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,39,Prepaid,VLV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,27,Postpaid,LV,4,4,100,9,1,1,,1,1,,1,,,0
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,32,Postpaid,LV,4,5,125,8,0,0,,0,1,,1,,0,
Mobily,AR RIYADH,Central,Nationals,Female,30,Prepaid,VLV,5,5,150,7,0,1,,1,0,,0,,,
Mobily,AR RIYADH,Central,Nationals,Female,60,Prepaid,VLV,5,5,150,10,1,1,,1,1,1,1,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,38,Prepaid,LV,3,3,50,4,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,20,Postpaid,MV,1,1,-50,5,0,0,,0,0,0,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,34,Postpaid,VHV,5,5,150,10,1,1,,1,1,,1,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,25,Prepaid,VHV,5,5,150,10,1,1,,0,1,,1,,,
Mobily,AR RIYADH,Central,Nationals,Male,32,Postpaid,HV,5,5,150,8,0,1,,1,1,,0,0,0,
Mobily,AD DAMMAM,Eastern,Nationals,Female,33,Prepaid,LV,5,3,100,9,1,0,,1,0,1,1,1,1,
Mobily,AL KHUBAR,Eastern,Nationals,Male,30,Postpaid,VHV,5,4,125,10,1,1,,1,1,,1,,,
Mobily,BURAYDAH,Central,Nationals,Male,32,Prepaid,LV,3,3,50,7,0,0,,0,0,,,0,,0
Mobily,JIZAN,South,Nationals,Male,40,Prepaid,VLV,2,4,50,0,0,0,,0,0,,0,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,41,Postpaid,VHV,4,5,125,8,0,0,,0,0,0,1,0,0,
Mobily,Other,Others,Nationals,Male,32,Postpaid,VHV,3,3,50,8,0,0,,0,0,,0,0,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,24,Prepaid,VLV,3,4,75,7,0,0,,1,0,1,1,,,1
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,29,Postpaid,MV,5,5,150,10,1,1,,1,1,,0,0,,
Mobily,JEDDAH,Western,Expat Arabs,Male,35,Postpaid,VHV,5,4,125,8,0,0,,1,0,0,0,0,1,0
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,34,Prepaid,VLV,4,3,75,6,0,1,,1,1,,1,,1,
Mobily,JEDDAH,Western,Nationals,Male,25,Prepaid,VLV,4,5,125,10,1,0,,0,1,1,1,1,1,1
Mobily,DAWMAT AL JANDAL,Northern,Nationals,Male,50,Postpaid,VLV,4,4,100,9,1,1,,1,1,,1,1,,
Mobily,AT TAIF,Western,Nationals,Male,24,Prepaid,VLV,2,3,25,8,0,1,,0,0,0,0,0,0,
Mobily,AR RIYADH,Central,Nationals,Male,52,Postpaid,VLV,3,3,50,3,0,0,,0,0,,0,,,
Mobily,AD DAMMAM,Eastern,Expat Arabs,Male,32,Prepaid,LV,3,2,25,10,1,1,,1,0,,,1,1,
Mobily,AL KHUBAR,Eastern,Expat Arabs,Male,45,Postpaid,VHV,1,1,-50,10,1,0,,0,0,0,0,1,0,
Mobily,JEDDAH,Western,Nationals,Female,22,Prepaid,VLV,5,5,150,10,1,0,,1,1,1,1,1,1,
Mobily,JEDDAH,Western,Expat Asians,Female,32,Prepaid,VLV,4,3,75,8,0,0,,0,0,,0,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Asians,Female,27,Prepaid,LV,3,3,50,7,0,0,,0,0,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,31,Prepaid,LV,5,4,125,10,1,1,,1,1,,0,1,1,1
